sk_empresa;sk_ramo_atividade;nu_ordem
3409;744;0
3404;662;1
3404;745;2
6264;425;0
6262;288;2
3413;746;1
3401;110;0
3412;747;1
6262;190;1
3413;748;0
6283;102;2
6283;115;0
3396;460;1
6283;695;1
6283;696;3
3396;458;0
3399;161;0
3399;740;2
3399;749;1
3397;750;3
3386;101;0
3399;594;4
6199;640;1
3481;751;1
3481;208;2
3483;195;1
3481;170;0
3480;752;3
3483;640;0
3500;121;0
6160;724;1
6187;753;3
3494;112;0
3487;213;0
6187;754;4
6196;755;2
3476;278;0
6196;756;0
3474;483;0
6196;757;4
6196;640;3
3478;130;0
6190;618;1
6190;758;0
6196;331;1
6160;122;0
6194;256;0
3518;161;0
6137;122;0
3521;474;1
3521;296;0
6140;158;0
3519;115;1
3522;140;0
6131;140;0
3525;402;1
6140;119;1
3523;278;0
6135;195;0
3472;130;0
6160;373;3
6160;759;2
3508;92;0
3504;130;0
3503;200;0
6150;97;0
3516;465;1
6141;97;0
3516;469;0
3513;198;0
6160;760;4
3514;278;0
6220;761;3
3447;685;0
6224;195;1
6224;97;0
6225;762;0
3446;110;2
3450;188;4
6223;162;2
6223;450;1
4724;140;2
3452;278;0
6223;763;3
3446;222;1
6232;220;3
6232;686;2
6232;425;1
6232;219;4
6235;238;0
6232;492;0
6230;101;0
3445;522;2
3445;519;1
6231;195;1
6222;254;0
6231;171;0
3459;188;1
6205;100;0
6205;195;4
6205;603;3
6209;483;0
6215;101;0
6205;535;1
3470;764;2
6199;161;0
3470;455;1
6205;97;2
6217;97;0
3470;765;0
6218;238;0
3457;233;0
6220;120;0
3526;115;0
3457;232;1
6220;766;2
6220;202;1
3462;185;2
3462;640;3
3462;171;4
3461;97;0
3692;121;1
3462;161;1
3644;199;0
5691;419;2
5689;200;0
5684;161;0
5694;121;0
5696;155;2
5683;242;0
3901;199;0
5681;190;1
5696;110;3
3900;122;0
3900;121;1
3891;101;0
5708;767;2
5705;248;4
3886;101;0
5708;114;0
5708;190;1
5705;768;3
5696;122;1
3890;202;0
5700;188;0
5705;769;2
3903;101;0
5704;101;0
5674;97;0
3941;115;1
3941;327;0
3942;238;0
3940;201;3
3940;235;2
5643;770;1
5638;97;0
5635;771;4
3934;140;0
5639;101;0
3945;130;0
5709;772;1
3904;773;2
5681;774;2
3907;101;0
3904;213;3
3904;775;1
3910;110;0
3916;171;0
5675;238;0
5676;231;1
3911;419;1
3904;776;0
5676;217;0
3880;777;0
5732;121;1
3848;110;0
3860;325;3
3846;778;4
5732;278;0
5729;97;0
5728;158;1
3866;295;0
3846;289;3
5728;161;0
5728;119;2
5733;115;1
3836;372;2
3836;779;4
5750;129;0
3836;375;0
3836;538;1
3839;209;0
5734;101;0
3846;287;2
5736;780;0
3840;101;0
3866;781;1
5739;97;0
3878;171;1
5635;191;2
3881;337;1
3881;782;4
3879;193;0
3878;783;2
3881;784;2
5712;192;0
5710;195;0
3878;785;3
5713;786;0
3881;787;3
5709;101;0
3868;97;0
3869;122;0
5718;636;0
3868;140;1
3868;195;2
3873;640;0
5715;101;0
3878;709;0
5717;122;0
5718;256;2
3867;171;0
5718;703;1
5592;511;4
3993;256;0
3994;123;0
5579;198;3
5585;97;0
5587;171;1
5579;590;2
5579;247;0
3999;788;2
5587;789;0
5579;331;1
5579;258;4
5587;175;3
3985;306;0
5591;790;2
3986;122;0
5592;791;3
3983;263;1
5590;278;0
5587;174;4
5587;792;2
5588;232;1
5588;233;0
4002;198;0
3988;793;3
5557;92;0
4021;703;1
4021;636;0
4022;119;1
4020;161;0
4020;97;1
4022;158;0
4036;123;0
4040;171;0
5556;193;0
4035;130;0
4025;195;0
3983;286;0
4011;135;0
4012;238;2
4012;794;3
4011;168;1
4010;107;0
4012;795;4
4018;123;0
5558;155;0
5559;376;0
4014;123;0
4010;105;1
4015;306;0
5601;255;4
5612;796;4
5612;797;2
3960;798;4
5614;97;0
5618;97;0
5612;664;3
5602;799;0
3964;266;0
3956;122;0
5612;158;1
5612;800;0
3955;242;0
5632;407;0
3952;801;3
5629;802;1
5632;184;1
5635;195;3
5629;803;2
5626;804;1
5623;744;0
5627;419;1
3952;805;2
5602;806;1
5629;135;0
3970;337;1
5594;807;1
5594;808;0
3979;115;0
3976;130;0
5594;216;2
5592;809;2
3981;810;1
3981;811;3
3981;298;2
3981;812;0
5595;813;3
3981;687;4
5596;411;0
3970;445;3
3970;814;4
3836;815;3
5599;285;3
5599;655;2
3970;425;2
5597;402;3
5596;579;1
5598;125;0
3971;772;2
5635;190;1
5599;816;1
3776;666;0
5862;121;2
3744;330;0
3744;817;4
5871;97;0
3738;376;0
3744;420;1
3745;278;0
3745;209;1
3737;129;0
3744;818;2
3744;474;3
3732;97;0
3724;287;0
3724;289;2
3724;202;1
3724;125;3
3720;795;1
3727;238;0
3731;819;1
3731;247;0
5890;171;0
5891;101;0
5862;123;0
3729;195;0
5850;820;3
3761;256;0
5844;125;3
3764;100;0
3760;129;0
5849;821;0
3766;122;0
5841;221;0
5840;92;0
5850;363;2
5841;206;1
3766;121;1
5908;319;4
3750;97;0
3751;222;0
5858;97;0
5859;365;1
5859;388;0
5856;822;1
5854;209;1
5854;823;2
3757;170;0
5855;824;1
5862;112;1
3757;172;1
5921;825;3
3697;826;0
3697;827;3
5924;185;1
3697;364;1
3697;828;2
5923;621;2
5923;688;1
3704;425;0
5924;161;0
5923;619;0
5923;687;3
3696;161;0
3693;498;1
3693;829;2
3694;170;0
3693;195;4
3693;495;0
3694;172;1
3696;97;2
3696;140;3
3696;100;1
5927;123;0
3704;121;1
5925;830;3
5921;831;4
3713;97;0
5916;135;1
5916;685;4
3712;259;0
3712;257;1
5916;133;0
5910;242;0
5910;385;1
5912;385;0
5916;132;3
3711;110;0
5913;97;0
3710;97;0
5921;123;2
3707;221;0
5909;101;0
3707;206;1
5921;700;0
5921;832;1
3709;833;3
5916;168;2
3709;834;4
5920;662;0
3771;206;1
3709;835;2
5803;122;0
3814;195;3
3814;142;0
3814;280;2
3812;163;2
3812;836;1
3814;837;1
3816;97;0
3818;97;0
3812;149;4
3815;838;1
3815;839;0
3812;199;3
3804;97;0
3805;101;0
3808;505;1
5794;256;3
5796;155;1
3808;232;2
3811;840;4
3811;275;2
3811;105;3
3808;135;0
5768;97;0
3811;841;1
5762;170;0
5760;97;0
5758;110;0
5755;842;1
5762;517;4
5762;576;1
3829;483;0
3833;171;0
3834;97;0
5762;843;3
3832;173;1
5753;97;0
5796;122;0
3822;603;4
3822;152;3
3823;112;0
3822;100;0
3822;727;1
5766;278;0
5763;844;1
5762;222;2
5764;845;2
5765;97;0
3822;158;2
5764;846;1
5821;389;3
3782;278;2
3782;847;0
3782;848;4
5833;849;0
5833;850;3
3782;355;1
3785;97;0
5821;222;1
5833;851;1
5827;845;1
3782;354;3
5833;852;2
3773;140;1
5838;853;3
3774;130;0
3773;97;0
3772;110;0
5836;238;0
3776;854;2
3777;209;0
3776;97;1
3693;855;3
5821;115;2
3776;153;3
3790;123;0
3796;856;4
3796;857;2
3796;858;3
5810;306;0
3795;152;2
5808;497;0
5800;419;2
5797;171;0
5802;572;0
5804;121;0
3795;140;3
5751;97;0
3795;113;1
5817;92;0
5816;97;0
3802;97;0
5818;430;1
5821;390;0
5815;101;0
3795;100;0
3795;195;4
5815;379;2
3792;115;0
3771;221;0
5815;382;1
6226;171;0
8847;192;0
8846;195;0
8848;275;2
1211;195;4
8843;140;1
1239;409;2
1240;115;1
8848;105;3
8839;110;0
8843;97;0
8848;840;4
1211;190;2
1211;114;0
8861;121;0
8918;411;0
1211;767;3
8858;97;0
8854;252;0
8851;122;0
1240;327;0
8820;488;2
8857;97;0
8848;841;1
1249;140;2
1249;195;3
1249;97;1
8821;228;2
8827;97;0
1249;100;0
8821;190;1
8820;200;3
8828;111;4
8821;195;3
8821;158;0
8828;640;3
1243;655;2
1243;841;1
8828;114;2
1243;859;3
8830;97;0
8828;100;1
1246;158;0
8828;161;0
8832;195;0
1246;119;1
8695;202;0
8856;97;0
8911;662;3
1183;486;3
8911;310;1
1210;100;1
1183;860;4
1183;222;1
8911;172;2
1180;235;2
1183;861;0
1183;383;2
8913;862;3
8918;579;2
8917;211;0
1175;863;0
8918;171;1
1174;392;1
8914;209;1
1180;864;3
1180;865;4
8911;170;0
8914;199;0
8914;200;2
8913;866;2
1204;460;1
1204;458;0
1204;125;2
1203;172;1
1203;170;0
1205;867;0
1210;161;0
1210;309;2
1198;868;4
1210;234;3
1206;130;0
1197;199;0
8900;374;1
8900;869;0
8899;97;0
8903;376;0
8909;185;0
8898;537;3
8897;242;0
1196;97;0
8911;312;4
8897;385;1
1187;97;0
1211;640;1
8734;385;1
1314;110;0
1312;122;0
8748;193;0
8734;242;0
8731;97;0
1328;200;1
1312;870;1
8733;871;1
1317;123;0
8734;479;2
1308;455;1
1309;272;3
8746;425;1
1308;872;2
1308;873;0
1309;274;2
8737;211;0
8735;874;0
1328;161;0
8739;875;4
8740;430;1
8820;466;0
1347;287;0
1347;289;2
1347;202;1
8702;876;4
1344;121;0
8700;110;0
8698;232;1
8696;112;0
8707;308;1
8698;233;0
8699;97;0
8707;337;0
8718;137;1
8718;687;4
8718;877;0
8718;878;3
8718;298;2
8716;101;0
8708;300;0
8708;597;1
1336;879;0
8709;101;0
1341;130;0
1312;880;2
8814;264;2
1261;881;0
1304;105;1
8814;882;4
8814;112;3
8807;171;0
8799;497;0
1271;213;0
8816;883;2
8804;199;0
1266;129;0
8816;414;1
1253;463;2
1253;154;1
1253;884;0
1253;195;3
8820;425;1
1254;97;0
8816;878;3
8816;877;0
8799;256;1
8816;687;4
1254;140;1
8810;885;0
1298;886;2
1298;511;3
1298;253;1
1297;536;2
1297;884;0
1298;120;0
1303;97;0
1304;107;0
1297;887;1
1301;222;0
1299;110;0
1297;195;4
1276;298;1
1278;151;0
1287;110;0
1276;687;2
1276;812;0
8777;101;0
1296;209;0
1297;417;3
1272;97;0
1293;314;1
1292;97;0
1245;130;0
9036;112;0
9032;110;0
9037;171;0
1077;97;0
9031;372;2
9028;195;1
9027;681;0
1081;143;0
9028;888;2
9031;681;1
1081;176;1
9043;889;2
9043;890;4
9041;101;0
8921;188;0
1078;100;0
1080;222;1
1081;891;3
1081;583;2
9027;372;1
1105;171;0
9040;165;1
9040;167;0
1099;101;0
1100;97;0
1101;193;0
9011;122;0
9011;155;1
9009;892;2
1104;893;0
1104;894;1
9014;568;2
1104;195;2
9006;895;1
9014;101;1
9020;896;4
9020;897;2
1091;898;0
9023;123;0
1089;193;0
1091;899;1
1094;900;2
9018;901;2
9024;129;0
9019;123;0
9020;258;3
1081;268;4
1051;390;0
1051;902;2
1051;779;4
9043;505;3
1051;903;1
9066;392;2
1055;286;0
1050;121;0
1052;904;0
1052;905;1
9067;200;2
1047;906;3
1047;907;4
1047;454;1
1045;102;0
9075;242;0
1047;453;0
9071;193;1
9067;211;1
1055;263;1
9075;97;1
1047;908;2
1051;815;3
1069;292;3
1069;242;0
1069;140;2
1066;130;0
9049;199;0
1069;97;1
9045;195;2
9045;119;1
1064;306;0
9045;158;0
9046;185;1
1062;157;0
1060;169;0
9053;168;2
1061;909;4
1057;110;0
9056;110;0
9053;128;0
1062;195;2
1062;207;1
9063;195;0
9053;910;3
9053;135;1
1079;97;0
1158;121;1
1159;911;3
8945;161;1
1148;511;1
1159;912;4
8934;122;1
8933;129;0
8947;100;0
8943;131;0
1159;495;2
8947;228;4
1151;101;0
1152;322;3
8954;640;1
8955;101;0
8957;913;0
8954;161;0
8947;190;3
8947;113;1
8928;115;0
8947;93;2
8952;97;0
1107;914;3
1167;915;0
8924;140;3
8924;158;1
1167;916;2
1167;917;1
8924;667;2
8923;97;0
8923;195;1
1167;918;4
8924;666;0
8924;664;4
1167;919;3
8927;376;0
1162;193;0
8925;100;0
1161;688;0
1161;186;1
1164;153;2
1165;101;0
1166;97;0
1161;687;2
1164;100;0
1164;353;1
8945;185;2
8985;590;1
8981;193;0
1148;120;0
1121;193;0
1120;121;0
8980;101;0
8974;110;0
8973;123;0
8985;920;4
8976;97;0
8977;193;0
8985;190;3
8991;255;2
1114;129;0
1115;125;0
8991;160;1
1107;921;2
8990;155;0
8985;922;0
8985;640;2
8972;923;2
8986;242;0
8988;169;0
1122;924;4
1137;233;0
1137;232;1
1138;111;4
8961;925;0
8961;200;4
1138;640;3
1138;926;0
8961;927;3
1134;928;1
1138;929;2
1138;344;1
8961;930;1
1129;195;0
8967;170;0
8967;172;1
1128;140;1
1128;97;0
8965;97;0
8964;101;0
8961;931;2
1126;101;0
1132;222;0
1131;97;0
8602;92;0
8422;111;2
8419;640;1
8422;114;1
1555;122;0
8419;185;0
1594;122;0
8418;122;0
8425;883;1
8419;195;2
1593;537;1
8425;110;2
1570;192;0
1578;185;0
1579;199;0
8495;155;1
1560;97;0
1583;97;0
8427;193;0
8425;222;0
8417;256;3
1611;190;1
1586;744;0
1591;932;0
1605;233;0
1605;232;1
8402;933;4
8402;934;3
8402;476;0
1607;140;0
1610;278;0
1611;935;2
8402;334;2
8400;372;1
8402;936;1
8403;300;0
8417;301;1
8417;937;2
8416;101;0
1596;115;1
1596;938;2
1600;97;0
8412;667;1
8406;122;0
8417;939;4
8412;328;0
8694;204;1
8434;122;0
1529;101;0
1530;584;4
1525;916;1
1554;640;0
1530;288;3
1530;344;1
1531;161;0
1525;263;2
1530;190;2
1530;143;0
1524;97;0
1516;266;0
8494;101;0
8493;97;0
8495;107;0
1514;121;1
8491;940;0
1522;101;0
8489;242;0
1532;941;3
8489;292;2
8489;97;1
1525;286;0
8479;199;0
1544;185;0
1548;161;0
1542;193;0
8480;385;0
1548;140;2
1549;202;1
1549;244;0
8481;153;1
1549;117;2
1548;97;1
8481;353;0
8487;942;1
8486;274;0
8486;272;1
1535;508;0
8488;185;0
1537;943;3
1537;405;2
1537;884;1
8488;376;1
1537;100;0
1537;195;4
1560;195;1
8327;537;4
8326;186;0
8329;123;0
8346;101;0
8320;112;3
1665;944;1
1665;945;2
8336;233;0
1665;315;3
1665;504;4
8340;195;0
8344;173;1
1655;209;0
1657;110;0
1641;119;1
1641;158;0
1660;115;0
1661;224;1
1661;170;0
8320;221;1
1661;946;3
1661;947;2
8400;681;0
8313;213;4
8313;948;0
8312;617;1
1670;949;1
1670;950;2
1671;951;2
1672;163;1
8312;952;2
8313;140;2
1672;953;2
1671;171;1
8313;97;1
8316;497;1
8316;557;2
8314;93;1
8316;558;0
8320;208;4
8314;195;4
8314;228;3
8313;664;3
8320;954;2
8314;113;0
8314;190;2
8336;232;1
1618;199;0
1619;102;0
8346;92;1
1617;170;0
1617;751;1
1621;97;3
1621;309;2
1621;100;1
1617;208;2
1621;161;0
1621;110;4
8385;256;3
1612;130;0
8387;278;0
8386;508;0
8391;123;0
8397;955;2
8385;497;1
1613;744;0
8385;956;2
1622;957;1
1613;958;2
1613;97;1
8385;959;0
8363;879;0
1633;960;4
1633;961;3
1631;539;0
8364;962;3
1633;963;2
1639;122;0
1639;155;1
8365;964;2
1637;110;0
1636;306;0
8365;419;3
8383;232;1
8382;122;0
8381;537;3
8383;233;0
8384;122;0
8378;278;0
1629;101;0
8366;188;0
1622;965;0
1626;171;0
1626;110;1
1601;199;0
1418;100;1
1418;157;2
1418;207;3
8656;101;0
1418;161;0
8642;195;3
8642;966;0
1414;102;1
8642;362;2
8643;97;0
1414;967;0
1407;275;2
1407;816;1
1409;97;0
1514;122;0
1407;105;3
8652;968;2
1413;238;0
1414;969;2
8642;171;1
1430;235;2
8652;416;3
8651;110;0
1426;326;0
1427;97;0
8626;238;0
1426;111;2
1426;740;1
1429;308;2
1430;584;3
1430;709;0
1425;510;1
1429;425;1
1429;337;0
8632;101;0
8637;157;2
8637;153;4
8637;185;1
8637;154;3
8640;121;0
8637;100;0
8635;970;4
8633;101;0
8642;512;4
8635;971;2
8635;972;3
8652;973;4
1363;158;2
1363;100;1
1363;161;0
1406;278;0
8682;974;0
1372;101;0
8677;97;0
1363;190;3
1371;92;0
8680;97;0
1362;110;0
8691;975;4
8691;121;3
1357;233;0
8691;911;2
8692;960;1
1357;232;1
1360;976;1
8684;879;0
8675;233;0
1360;326;0
1360;110;2
1363;228;4
1401;378;1
8667;977;0
8665;231;1
8667;385;1
1400;209;0
8665;200;2
1405;149;3
1406;130;1
8669;228;2
1403;744;0
8665;217;0
1398;92;0
8675;232;1
1376;184;2
1376;407;1
1376;161;0
1375;193;0
8669;195;3
8669;158;0
1394;97;0
1374;140;0
1378;106;0
8669;190;1
1407;978;4
8530;157;1
1496;135;0
1495;867;0
8576;979;0
1496;168;1
8530;207;2
1498;101;1
1482;419;2
1498;980;2
8530;193;0
1481;101;0
8576;981;2
8576;122;1
1467;121;0
1464;982;1
8576;983;4
8571;869;0
1476;130;0
1478;122;0
8526;122;0
1475;193;0
1474;130;0
1430;455;1
8510;123;0
8507;155;0
1511;209;0
8513;101;0
8515;131;0
8506;259;0
8504;222;0
8503;199;0
8515;984;1
8505;122;0
8506;257;1
1507;885;0
8519;106;0
8517;231;2
8517;221;0
1501;747;1
8520;242;0
8517;227;1
1506;119;1
1506;158;0
8521;985;2
1505;101;0
8517;248;3
8531;394;1
8608;97;0
8607;154;3
8576;986;3
1439;987;4
8616;122;0
8607;161;0
1444;483;0
9076;988;4
8618;97;0
8607;157;2
8607;100;1
1435;256;1
8624;97;0
8623;121;0
8622;202;0
1432;195;0
8625;989;0
8621;744;0
1435;990;0
1435;991;2
1446;161;0
1435;992;4
1435;200;3
8607;153;4
1456;97;0
1456;140;1
8587;993;0
8588;354;3
8588;355;1
8587;729;1
8583;188;0
8578;130;0
8588;172;4
1460;385;0
8585;101;0
8588;278;2
1449;97;0
8598;206;1
8595;130;0
8598;221;0
8599;131;0
8589;193;0
1454;97;0
1455;994;4
1446;879;1
1452;101;0
8588;170;0
715;101;0
380;199;0
9674;97;0
379;110;0
9693;389;1
9673;195;3
9673;119;2
388;92;0
376;862;1
9673;93;1
9673;113;0
376;866;0
9691;995;2
9691;936;1
9691;996;4
310;997;2
9693;390;0
9691;998;0
349;140;2
352;202;0
393;493;3
414;999;2
349;663;3
377;101;0
409;193;0
410;101;0
411;286;0
408;140;1
408;97;0
411;263;1
414;1000;4
414;1001;3
406;155;1
413;1002;3
413;1003;4
9639;226;3
395;687;4
395;1004;3
395;1005;1
394;97;0
393;540;1
395;298;2
402;195;0
9644;1006;0
393;1007;2
397;1008;1
542;140;0
9691;1009;3
321;97;0
321;140;1
321;195;2
9700;171;0
324;242;0
9742;209;1
9742;351;0
9746;455;0
326;97;1
326;100;0
9747;110;0
313;242;0
313;97;1
314;110;0
9757;121;0
310;199;1
315;161;0
9750;92;0
9749;252;0
331;171;0
9751;869;0
315;185;1
320;97;0
9720;97;0
9718;213;1
342;92;0
9723;97;0
9723;140;1
9718;97;0
9712;1010;2
9706;913;0
338;543;1
9712;190;1
9716;101;0
9730;101;0
9732;97;1
9732;161;0
334;497;0
9736;110;0
9740;744;0
335;101;0
9731;1011;1
9731;1012;0
9742;341;2
9732;195;2
336;683;3
9693;200;2
9544;1013;4
9541;122;2
9544;696;2
509;712;1
9541;155;3
528;1014;1
528;758;0
9544;125;3
528;1015;2
9540;174;3
9544;695;1
9561;122;0
9559;101;0
517;101;0
9563;97;0
9566;101;0
518;97;0
9548;966;3
9548;1016;4
9540;175;2
9552;508;0
9553;1017;0
416;140;0
9507;560;4
538;213;0
539;101;0
9507;562;3
9508;122;0
9507;140;2
9507;97;1
541;101;0
9512;101;0
9507;1018;0
540;186;4
9514;392;1
9538;1019;3
9538;319;4
9535;110;0
530;192;0
9540;97;1
9528;119;1
9519;101;0
9517;1020;0
9540;100;0
9521;115;0
9528;158;0
524;122;0
9604;154;1
431;385;0
509;709;0
9604;157;0
9604;153;2
437;97;0
444;193;0
445;101;0
9605;125;1
9598;1021;0
9600;419;2
427;193;0
422;1022;4
422;1023;3
422;1024;1
417;1025;1
417;960;2
422;373;2
9607;110;0
9605;102;0
446;185;1
9613;97;0
422;607;0
436;101;0
9577;354;1
503;110;0
9577;355;0
9578;112;0
9579;101;0
9575;238;0
9569;1026;0
507;209;0
9580;195;0
9573;1027;0
9574;110;0
465;122;1
451;286;0
451;916;2
451;1028;1
451;1029;3
451;263;4
452;123;0
456;193;0
465;1027;0
448;121;0
453;207;1
453;157;0
395;1030;0
100;209;0
101;123;0
96;129;0
9960;209;0
102;122;0
104;110;2
104;1031;0
74;97;0
104;185;1
103;209;0
61;97;0
44;110;1
44;572;0
47;101;0
310;1032;0
9958;188;3
48;383;0
58;306;0
60;449;1
105;97;0
9874;960;1
48;115;1
89;130;0
112;1033;1
9899;278;0
9890;1034;0
111;681;0
111;372;1
9886;130;2
119;539;0
9875;155;0
110;161;0
9877;280;1
9877;281;0
110;157;1
106;1035;1
106;1036;0
107;198;0
106;116;2
106;1037;3
9904;101;0
9901;101;0
110;207;2
106;280;4
9902;662;0
9903;101;0
51;306;0
9984;122;0
9983;1038;1
9984;155;1
9963;536;3
9977;217;0
22;172;1
22;170;0
9991;208;4
9977;224;1
9977;1039;2
15;97;0
9997;354;1
11;140;0
13;110;0
9997;355;0
1;110;1
9993;222;0
9991;1040;2
15;195;1
9974;97;0
9991;1041;1
9991;751;3
9991;170;0
9964;839;0
9964;1042;1
9963;884;2
9964;1043;2
9970;696;3
9963;100;1
38;1044;2
38;203;1
9970;1045;0
9963;161;0
9963;195;4
33;193;0
24;140;1
26;110;0
9972;1046;1
24;97;0
24;195;2
9970;102;2
31;222;0
32;193;0
9973;845;1
9970;144;4
9970;695;1
9955;209;0
9812;1047;2
9807;110;0
9817;188;1
9832;121;2
9806;100;0
279;131;1
9806;195;2
9818;1048;2
9806;97;1
279;1049;0
9821;110;0
227;1050;3
227;115;1
227;223;2
9824;1051;1
9827;97;0
251;130;0
272;140;1
273;209;0
9805;1052;0
272;97;0
272;195;2
9873;112;0
304;123;0
305;1053;1
9767;202;0
303;695;0
303;460;2
9766;1054;2
310;1055;3
9758;97;0
303;458;1
9760;151;0
9763;110;0
303;696;3
283;97;0
284;309;0
289;122;0
9800;470;0
9800;1056;1
289;155;1
302;158;0
302;119;1
9803;129;0
300;122;0
299;101;0
9817;101;0
134;450;1
136;130;0
161;195;0
134;162;2
134;1057;0
138;961;1
140;160;0
9861;242;0
134;649;3
9861;154;2
9861;385;1
132;309;1
127;209;0
128;97;0
131;976;4
125;92;0
124;238;0
131;1058;3
131;331;1
132;100;0
9859;1059;3
131;426;2
131;1060;0
9863;130;0
155;747;1
9844;101;0
156;1061;1
9845;130;0
153;1062;1
156;1063;0
9834;1064;3
9832;1065;3
9846;955;3
9841;199;0
9842;449;1
9846;1066;2
147;184;2
147;165;1
147;167;0
9859;163;1
9859;1067;2
148;140;0
9849;116;0
151;1068;1
143;101;0
9851;97;0
9857;110;0
718;120;0
9212;195;0
9209;385;0
9213;110;1
9226;195;4
9206;554;3
869;425;0
871;640;0
865;354;1
869;1069;1
869;907;2
865;355;0
9223;1070;0
9223;152;2
9222;97;0
9277;209;0
9226;328;1
9220;97;0
9218;193;0
9216;92;0
872;92;0
9199;292;3
9219;1071;2
9213;222;0
883;266;0
9199;97;1
884;673;3
9199;140;2
881;879;0
884;460;2
885;483;0
9199;977;0
878;161;0
884;1072;0
884;458;1
877;97;0
9204;122;0
9203;419;2
9202;158;0
9205;193;0
9206;235;2
9202;119;1
9200;385;0
9200;154;1
9206;590;1
9200;1073;2
543;192;0
9219;489;1
839;209;0
840;635;0
838;101;0
9226;140;3
841;174;3
841;167;0
9251;155;0
9266;1074;0
841;165;1
841;175;2
9268;274;0
9276;607;0
9276;171;1
9273;425;2
9276;467;2
785;1075;0
9272;101;0
9269;383;0
9268;272;1
843;1076;2
801;161;0
9270;130;0
9264;102;0
9232;1077;1
9231;242;0
857;419;4
851;101;0
9232;1078;2
857;1079;3
9226;161;0
858;1080;2
850;1081;0
9226;667;2
9227;199;0
850;533;1
846;693;4
846;1082;3
847;1083;3
845;97;0
843;130;1
9239;110;0
9234;1084;1
9234;508;0
9249;101;0
9237;209;0
9238;211;1
9223;113;1
9118;913;1
9117;867;0
9118;97;0
992;97;2
9115;97;0
1014;744;0
1014;122;1
1003;243;0
1012;171;0
1011;188;0
9129;263;1
9139;97;1
9139;865;3
997;195;2
9140;110;1
9154;652;2
997;184;1
9133;130;0
9129;286;0
1016;106;0
9137;1085;2
9139;1086;2
9197;97;0
1038;466;0
1038;1087;2
1038;1088;1
1038;746;4
1038;1089;3
9080;195;1
1041;195;1
9077;195;1
1034;110;0
1041;171;0
9080;97;0
1033;397;1
9100;193;0
9099;1090;2
1027;192;0
9101;101;0
1022;295;0
1029;372;2
1032;662;1
1032;1091;2
1019;97;0
1029;440;0
1029;439;1
9128;278;4
896;195;0
897;1092;1
2693;1093;3
9194;1094;2
9194;1095;1
9184;474;3
9177;376;0
